0.2921222,0.0239612,7.0936458
0.3096272,0.0707936,7.1171712
0.3274838,0.1174925,7.1407566
0.3456875,0.1640568,7.1644030
0.3642337,0.2104848,7.1881106
0.3831189,0.2567787,7.2118796
0.4023367,0.3029345,7.2358540
0.4218818,0.3489515,7.2600344
0.4417487,0.3948291,7.2844201
0.4619344,0.4405718,7.3090104
0.4824320,0.4861739,7.3337219
0.5032367,0.5316351,7.3585544
0.5243440,0.5769546,7.3835088
0.5457523,0.6221388,7.4085856
0.5674538,0.6671807,7.4337950
0.5894441,0.7120801,7.4591386
0.6117183,0.7568368,7.4846177
0.6342763,0.8014587,7.5102332
0.6571096,0.8459379,7.5359625
0.6802138,0.8902742,7.5618072
0.7035845,0.9344675,7.5877691
0.7272225,0.9785272,7.6138498
0.7511186,1.0224447,7.6401017
0.7752681,1.0662203,7.6665283
0.7996667,1.1098543,7.6931311
0.8243154,1.1533571,7.7198154
0.8492047,1.1967196,7.7463546
0.8743302,1.2399423,7.7727503
0.8996876,1.2830255,7.7990039
0.9252791,1.3259807,7.8251171
0.9510945,1.3687984,7.8510913
0.9771294,1.4114793,7.8769281
1.0033797,1.4540244,7.9026288
1.0298475,1.4964450,7.9281950
1.0565221,1.5387327,7.9536279
1.0833986,1.5808888,7.9789290
1.1104722,1.6229150,8.0040996
1.1377446,1.6648228,8.0291411
1.1652047,1.7066047,8.0540548
1.1928471,1.7482626,8.0788419
1.2206668,1.7897987,8.1035037
1.2486653,1.8312249,8.1280415
1.2768313,1.8725341,8.1524564
1.3051598,1.9137286,8.1767497
1.3336457,1.9548108,8.2009225
1.3622907,1.9957925,8.2249761
1.3910834,2.0366674,8.2489114
1.4200186,2.0774380,8.2727297
1.4490914,2.1181071,8.2964321
1.4783030,2.1586862,8.3200197
1.5076427,2.1991700,8.3434934
1.5371053,2.2395613,8.3668545
1.5666860,2.2798633,8.3901038
1.5963852,2.3200861,8.4132425
1.6261928,2.3602263,8.4362715
1.6561035,2.4002872,8.4591918
1.6861121,2.4402724,8.4820044
1.7162179,2.4801908,8.5047103
1.7464121,2.5200404,8.5273103
1.7766902,2.5598247,8.5498055
1.8070477,2.5995470,8.5721967
1.8374829,2.6392129,8.5944848
1.8679940,2.6788198,8.6166708
1.8985820,2.7183669,8.6387555
1.9292479,2.7578535,8.6607397
1.9599929,2.7972787,8.6826244
1.9908184,2.8366412,8.7044104
2.0217260,2.8759396,8.7260984
2.0527169,2.9151724,8.7476893
2.0837924,2.9543377,8.7691839
2.1149537,2.9934350,8.7905831
2.1462018,3.0324631,8.8118875
2.1775377,3.0714209,8.8330979
2.2089620,3.1103071,8.8542152
2.2404764,3.1491205,8.8752400
2.2720820,3.1878596,8.8961732
2.3037803,3.2265228,8.9170153
2.3355730,3.2651087,8.9377673
2.3674626,3.3036143,8.9584296
2.3994522,3.3420368,8.9790032
2.4315448,3.3803731,8.9994886
2.4637437,3.4186211,9.0198865
2.4960509,3.4567773,9.0401977
2.5284688,3.4948391,9.0604227
2.5609995,3.5328038,9.0805622
2.5936469,3.5706703,9.1006170
2.6264114,3.6084347,9.1205875
2.6592949,3.6460947,9.1404746
2.6922991,3.6836479,9.1602786
2.7254285,3.7210948,9.1800004
2.7586822,3.7584299,9.1996405
2.7920617,3.7956505,9.2191995
2.8255690,3.8327540,9.2386780
2.8592105,3.8697433,9.2580766
2.8929827,3.9066104,9.2773958
2.9268870,3.9433528,9.2966363
2.9609249,3.9799687,9.3157985
2.9951045,4.0164625,9.3348832
3.0294207,4.0528242,9.3538907
3.0638752,4.0890508,9.3243595
3.0984699,4.1251400,9.2876179
3.1332152,4.1610976,9.2510705
3.1681034,4.1969114,9.2147144
3.2031359,4.2325786,9.1785468
3.2383147,4.2680967,9.1425648
3.2736525,4.3034743,9.1067627
3.3091386,4.3386964,9.0711379
3.3447744,4.3737599,9.0356876
3.3805620,4.4086629,9.0004074
3.4165165,4.4434157,8.9652691
3.4526243,4.4780009,8.9302703
3.4888864,4.5124155,8.8954086
3.5253049,4.5466577,8.8606830
3.5618974,4.5807396,8.8261077
3.5986474,4.6146416,8.7916797
3.6355562,4.6483608,8.7573955
3.6726264,4.6818956,8.7232577
3.7098766,4.7152583,8.6893306
3.7472892,4.7484282,8.6556125
3.7848651,4.7814018,8.6221017
3.8226077,4.8141773,8.5887907
3.8605375,4.8467677,8.5556272
3.8986337,4.8791506,8.5226095
3.9368971,4.9113226,8.4897359
3.9753314,4.9432826,8.4570032
4.0139585,4.9750444,8.4244000
4.0527552,5.0065845,8.3919233
4.0917223,5.0378994,8.3595704
4.1308644,5.0689889,8.3273403
4.1702036,5.0998660,8.2952446
4.2097150,5.1305067,8.2632831
4.2493989,5.1609070,8.2314554
4.2892608,5.1910670,8.1997550
4.3293238,5.2209997,8.1681482
4.3695607,5.2506804,8.1366313
4.4099719,5.2801055,8.1052003
4.4505641,5.3092761,8.0738755
4.4913583,5.3382025,8.0427616
4.5323287,5.3668616,8.0118576
4.5734760,5.3952487,7.9811622
4.6148078,5.4233644,7.9506626
4.6563437,5.4512166,7.9203175
4.6980573,5.4787830,7.8901273
4.7399484,5.5060589,7.8600921
4.7820263,5.5330457,7.8301989
4.8243093,5.5597505,7.8004087
4.8667696,5.5861511,7.7707193
4.9094071,5.6122432,7.7411284
4.9522322,5.6380293,7.7116410
4.9952607,5.6635140,7.6822740
5.0384657,5.6886766,7.6530265
5.0818466,5.7135128,7.6238975
5.1254153,5.7380246,7.5948839
5.1691843,5.7622144,7.5659820
5.2131276,5.7860632,7.5371909
5.2572445,5.8095661,7.5085093
5.3015481,5.8327259,7.4799382
5.3460476,5.8555422,7.4514809
5.3907182,5.8779978,7.4231363
5.4355590,5.9000878,7.3949031
5.4805843,5.9218146,7.3667817
5.5257992,5.9431757,7.3387742
5.5711809,5.9641557,7.3108800
5.6167283,5.9847494,7.2830979
5.6624563,6.0049589,7.2554289
5.7083659,6.0247796,7.2278755
5.7544369,6.0441980,7.2004370
5.8006675,6.0632087,7.1731122
5.8470731,6.0818132,7.1459023
5.8936506,6.1000051,7.1188092
5.9403824,6.1177727,7.0918326
5.9872667,6.1351106,7.0649714
6.0343179,6.1520191,7.0382262
6.0815294,6.1684907,7.0115985
6.1288868,6.1845154,6.9850879
6.1763877,6.2000875,6.9586934
6.2240447,6.2152061,6.9324147
6.2718488,6.2298632,6.9062525
6.3197886,6.2440501,6.8802064
6.3678612,6.2577611,6.8542752
6.4160758,6.2709937,6.8284586
6.4644226,6.2837397,6.8027567
6.5128930,6.2959920,6.7771692
6.5614836,6.3077445,6.7516949
6.6101982,6.3189929,6.7263346
6.6590284,6.3297299,6.7010890
6.7079682,6.3399490,6.6759570
6.7570138,6.3496441,6.6509369
6.8061604,6.3588090,6.6260398
6.8554046,6.3674376,6.6012679
6.9047426,6.3755238,6.5766202
6.9541701,6.3830613,6.5520944
7.0036695,6.3900420,6.5277180
7.0532477,6.3964614,6.5034936
7.1029019,6.4023130,6.4794192
7.1526276,6.4075905,6.4554917
7.2023887,6.4122843,6.4317790
7.2522095,6.4163907,6.4082851
7.3020864,6.4199029,6.3850091
7.3520141,6.4228135,6.3619491
7.4019337,6.4251131,6.3391896
7.4518929,6.4267975,6.3167323
7.5018856,6.4278588,6.2945775
7.5519013,6.4282891,6.2727314
7.6018660,6.4280813,6.2513159
7.6518447,6.4272277,6.2303378
7.7018301,6.4257194,6.2098026
7.7518044,6.4235483,6.1897185
7.8016817,6.4207108,6.1701292
7.8515425,6.4171945,6.1510447
7.9013783,6.4129906,6.1324733
7.9511625,6.4080917,6.1144484
8.0007998,6.4024997,6.0971388
8.0503843,6.3961948,6.0805645
8.0999057,6.3891669,6.0647439
8.1493280,6.3814097,6.0497031
8.1985489,6.3729307,6.0355115
8.2476729,6.3637020,6.0222004
8.2966871,6.3537136,6.0097993
8.3455483,6.3429620,5.9983316
8.3941490,6.3314618,5.9878195
8.4425992,6.3191770,5.9783098
8.4908835,6.3060983,5.9698479
8.5389540,6.2922260,5.9621937
8.5867029,6.2775849,5.9545372
8.6342415,6.2621412,5.9466378
8.6815550,6.2458972,5.9385218
8.7286002,6.2288658,5.9302176
8.7752762,6.2110854,5.9216915
8.8216854,6.1925196,5.9126906
8.8678140,6.1731737,5.9032352
8.9136258,6.1530626,5.8933460
8.9590269,6.1322303,5.8830363
9.0041078,6.1106375,5.8722853
9.0488551,6.0882894,5.8611118
9.0932391,6.0652000,5.8495346
9.1371712,6.0414171,5.8375676
9.1807309,6.0168991,5.8251953
9.2239046,5.9916517,5.8124371
9.2666690,5.9656866,5.7993123
9.3089402,5.9390556,5.7858361
9.3507869,5.9117158,5.7719855
9.3921955,5.8836734,5.7577797
9.4331483,5.8549378,5.7432375
9.4735667,5.8255637,5.7283760
9.5135085,5.7955085,5.7131690
9.5529601,5.7647791,5.6976365
9.5919078,5.7333824,5.6817977
9.6302803,5.7013743,5.6656729
9.6681235,5.6687149,5.6492267
9.7054239,5.6354117,5.6324800
9.7421677,5.6014723,5.6154531
9.7783007,5.5669435,5.5981673
9.8138486,5.5317981,5.5805853
9.8488005,5.4960418,5.5627243
9.8831425,5.4596829,5.5446040
9.9168350,5.4227588,5.5262456
9.9498875,5.3852547,5.5076064
9.9822902,5.3471758,5.4886999
10.0140291,5.3085315,5.4695473
10.0450767,5.2693490,5.4501712
10.0754302,5.2296258,5.4305250
10.1050793,5.1893680,5.4106157
10.1340101,5.1485863,5.3904660
10.1622047,5.1072977,5.3700994
10.1896522,5.0655099,5.3494707
10.2163404,5.0232326,5.3285793
10.2422556,4.9804775,5.3074482
10.2673870,4.9372519,5.2861018
10.2917193,4.8935712,5.2644771
10.3152374,4.8494520,5.2425576
10.3379277,4.8049084,5.2203703
10.3597852,4.7599368,5.1979440
10.3807932,4.7145567,5.1752197
10.4009327,4.6687965,5.1521635
10.4201910,4.6226718,5.1288009
10.4385658,4.5761703,5.1051599
10.4560430,4.5293096,5.0811502
10.4726004,4.4821338,5.0566864
10.4882266,4.4346610,5.0317909
10.5029210,4.3868728,5.0064870
10.5166730,4.3387787,4.9807195
10.5294582,4.2904425,4.9544143
10.5412664,4.2418838,4.9275897
10.5520967,4.1930789,4.9002665
10.5619420,4.1440234,4.8723415
10.5707786,4.0948083,4.8436428
10.5785988,4.0454567,4.8141917
10.5854012,3.9959410,4.7840063
10.5911801,3.9462345,4.7531215
10.5959126,3.8964570,4.7215752
10.5995907,3.8466293,4.6893572
10.6022083,3.7967252,4.6564583
10.6037573,3.7467049,4.6227226
10.6042275,3.6967021,4.5877964
10.6036156,3.6467418,4.5516636
10.6019163,3.5968036,4.5142960
10.5991165,3.5468381,4.4758087
10.5952099,3.4969884,4.4365759
10.5901869,3.4472774,4.3965522
10.5840338,3.3976966,4.3556839
10.5767309,3.3482129,4.3138522
10.5682806,3.2989366,4.2708114
10.5586758,3.2498899,4.2264520
10.5479077,3.2010892,4.1806222
10.5359588,3.1525501,4.1345990
10.5228047,3.1043226,4.0888826
10.5084161,3.0564406,4.0433818
10.4927704,3.0089580,3.9982028
10.4758515,2.9619495,3.9539312
10.4576091,2.9154118,3.9105705
10.4380098,2.8693982,3.8680927
10.4170354,2.8239938,3.8263853
10.3946912,2.7793176,3.7853599
10.3709141,2.7353478,3.7451178
10.3456838,2.6921583,3.7057288
10.3189971,2.6498494,3.6671126
10.2908814,2.6085539,3.6290468
10.2612803,2.5682740,3.5916902
10.2301906,2.5290980,3.5551630
10.1976221,2.4911290,3.5194037
10.1636197,2.4544989,3.4841636
10.1281589,2.4192558,3.4497788
10.0912651,2.3855069,3.4165548
10.0529613,2.3533576,3.3845866
10.0132732,2.3229117,3.3535276
9.9722664,2.2942942,3.3239012
9.9299996,2.2676220,3.2962094
9.8865122,2.2430018,3.2708833
9.8417711,2.2205105,3.2485135
9.7959906,2.2003520,3.2301967
9.7492746,2.1826637,3.2170650
9.7016887,2.1675716,3.2092974
9.6531041,2.1551415,3.2015426
9.6039829,2.1455265,3.1943674
9.5545162,2.1387715,3.1893655
9.5048311,2.1349179,3.1861726
9.4547155,2.1339768,3.1829766
9.4047411,2.1358546,3.1892210
9.3550221,2.1403863,3.2039517
9.3056332,2.1474131,3.2260935
9.2565155,2.1568139,3.2544548
9.2079031,2.1684186,3.2881709
9.1598271,2.1820818,3.3270971
9.1123389,2.1976512,3.3709656
9.0655057,2.2149684,3.4192520
9.0192645,2.2339304,3.4711895
8.9736178,2.2544150,3.5267261
8.9286228,2.2762726,3.5857575
8.8843423,2.2993332,3.6486422
8.8406066,2.3235330,3.7165843
8.7973774,2.3487450,3.7835515
8.7546756,2.3748059,3.8492230
8.7125094,2.4015522,3.9136643
8.6706943,2.4289410,3.9769355
8.6291639,2.4568588,4.0390917
8.5879076,2.4851533,4.1001841
8.5469043,2.5136834,4.1602596
8.5059906,2.5424160,4.2193619
8.4651042,2.5712500,4.2775316
8.4242045,2.6000691,4.3348066
8.3832515,2.6287629,4.3912219
8.3421601,2.6572609,4.4468106
8.3008835,2.6854660,4.5016035
8.2593300,2.7133114,4.4818715
8.2174282,2.7407239,4.3982241
8.1752278,2.7675648,4.3187853
8.1327027,2.7937481,4.2435150
8.0897207,2.8192495,4.1719335
8.0461897,2.8440184,4.1032622
8.0022532,2.8678802,4.0374124
7.9578869,2.8907628,3.9742741
